LIST_LEN,N_DIGITS,D_MODEL,N_HEAD,N_LAYERS,USE_LN,USE_BIAS,FREEZE_WV,FREEZE_WO,WEIGHT_DECAY,run_idx,val_acc,steps_trained,train_time_sec,params_total,params_trainable,val_examples,batch_size,device
4,100,128,1,3,False,False,True,True,0.01,2,0.745941162109375,50000,129.8275215625763,225510,125568,8192,1024,cuda
4,100,128,1,4,False,False,True,True,0.01,0,0.991729736328125,50000,146.48515939712524,291558,158336,8192,1024,cuda
4,100,128,1,4,False,False,True,True,0.01,1,0.99176025390625,15000,44.12097477912903,291558,158336,8192,1024,cuda
4,100,128,1,4,False,False,True,True,0.01,2,0.982879638671875,50000,148.95505094528198,291558,158336,8192,1024,cuda
4,100,128,1,5,False,False,True,True,0.01,0,0.99267578125,5000,16.887165307998657,357606,191104,8192,1024,cuda
4,100,128,1,5,False,False,True,True,0.01,1,0.990814208984375,5000,17.001432180404663,357606,191104,8192,1024,cuda
4,100,128,1,5,False,False,True,True,0.01,2,0.990020751953125,2500,8.496890306472778,357606,191104,8192,1024,cuda
4,100,128,1,6,False,False,True,True,0.01,0,0.990386962890625,2500,9.385838508605957,423654,223872,8192,1024,cuda
4,100,128,1,6,False,False,True,True,0.01,1,0.991485595703125,2500,9.313824892044067,423654,223872,8192,1024,cuda
4,100,128,1,6,False,False,True,True,0.01,2,0.9923095703125,25000,92.79653930664062,423654,223872,8192,1024,cuda
4,100,128,1,7,False,False,True,True,0.01,0,0.99090576171875,7500,30.714263439178467,489702,256640,8192,1024,cuda
4,100,128,1,7,False,False,True,True,0.01,1,0.990814208984375,7500,31.12978219985962,489702,256640,8192,1024,cuda
4,100,128,1,7,False,False,True,True,0.01,2,0.99066162109375,7500,30.87099289894104,489702,256640,8192,1024,cuda
4,100,128,1,8,False,False,True,True,0.01,0,0.98828125,50000,224.60023403167725,555750,289408,8192,1024,cuda
4,100,128,1,8,False,False,True,True,0.01,1,0.990020751953125,20000,89.80085062980652,555750,289408,8192,1024,cuda
4,100,128,1,8,False,False,True,True,0.01,2,0.990234375,35000,156.7756130695343,555750,289408,8192,1024,cuda
4,100,128,1,9,False,False,True,True,0.01,0,0.9808349609375,50000,243.35559487342834,621798,322176,8192,1024,cuda
4,100,128,1,9,False,False,True,True,0.01,1,0.980926513671875,50000,242.8655366897583,621798,322176,8192,1024,cuda
4,100,128,1,9,False,False,True,True,0.01,2,0.981536865234375,50000,242.88440537452698,621798,322176,8192,1024,cuda
4,100,128,1,10,False,False,True,True,0.01,0,0.79998779296875,50000,262.7977249622345,687846,354944,8192,1024,cuda
4,100,128,1,10,False,False,True,True,0.01,1,0.80780029296875,50000,263.62343430519104,687846,354944,8192,1024,cuda
4,100,128,1,10,False,False,True,True,0.01,2,0.84869384765625,50000,262.28905606269836,687846,354944,8192,1024,cuda
4,100,128,1,11,False,False,True,True,0.01,0,0.6146240234375,50000,282.72926115989685,753894,387712,8192,1024,cuda
4,100,128,1,11,False,False,True,True,0.01,1,0.721771240234375,50000,283.076379776001,753894,387712,8192,1024,cuda
4,100,128,1,11,False,False,True,True,0.01,2,0.7987060546875,50000,282.4645426273346,753894,387712,8192,1024,cuda
4,100,128,1,12,False,False,True,True,0.01,0,0.655731201171875,50000,299.40740299224854,819942,420480,8192,1024,cuda
4,100,128,1,12,False,False,True,True,0.01,1,0.63714599609375,50000,299.10008239746094,819942,420480,8192,1024,cuda
4,100,128,1,12,False,False,True,True,0.01,2,0.72052001953125,50000,299.34109592437744,819942,420480,8192,1024,cuda
4,100,128,1,13,False,False,True,True,0.01,0,0.297515869140625,50000,315.92859268188477,885990,453248,8192,1024,cuda
4,100,128,1,13,False,False,True,True,0.01,1,0.522491455078125,50000,316.42959237098694,885990,453248,8192,1024,cuda
4,100,128,1,13,False,False,True,True,0.01,2,0.488555908203125,50000,317.09374260902405,885990,453248,8192,1024,cuda
4,100,128,1,14,False,False,True,True,0.01,0,0.354644775390625,50000,336.9609341621399,952038,486016,8192,1024,cuda
4,100,128,1,14,False,False,True,True,0.01,1,0.331878662109375,50000,337.7983384132385,952038,486016,8192,1024,cuda
4,100,128,1,14,False,False,True,True,0.01,2,0.218597412109375,50000,337.3781645298004,952038,486016,8192,1024,cuda
4,100,128,1,15,False,False,True,True,0.01,0,0.258148193359375,50000,357.91245794296265,1018086,518784,8192,1024,cuda
4,100,128,1,15,False,False,True,True,0.01,1,0.222686767578125,50000,358.1409749984741,1018086,518784,8192,1024,cuda
4,100,128,1,15,False,False,True,True,0.01,2,0.248199462890625,50000,357.2635223865509,1018086,518784,8192,1024,cuda
4,100,128,1,16,False,False,True,True,0.01,0,0.1197509765625,50000,373.19972348213196,1084134,551552,8192,1024,cuda
4,100,128,1,16,False,False,True,True,0.01,1,0.1151123046875,50000,373.1993544101715,1084134,551552,8192,1024,cuda
4,100,128,1,16,False,False,True,True,0.01,2,0.18780517578125,50000,373.31582164764404,1084134,551552,8192,1024,cuda
4,100,128,1,17,False,False,True,True,0.01,0,0.06353759765625,50000,392.2083992958069,1150182,584320,8192,1024,cuda
4,100,128,1,17,False,False,True,True,0.01,1,0.18035888671875,50000,393.1472496986389,1150182,584320,8192,1024,cuda
4,100,128,1,17,False,False,True,True,0.01,2,0.0867919921875,50000,392.23012113571167,1150182,584320,8192,1024,cuda
4,100,128,1,18,False,False,True,True,0.01,0,0.07574462890625,50000,412.74260234832764,1216230,617088,8192,1024,cuda
4,100,128,1,18,False,False,True,True,0.01,1,0.082122802734375,50000,413.50653433799744,1216230,617088,8192,1024,cuda
4,100,128,1,18,False,False,True,True,0.01,2,0.0965576171875,50000,414.18964672088623,1216230,617088,8192,1024,cuda
4,100,128,1,19,False,False,True,True,0.01,0,0.073394775390625,50000,431.34722542762756,1282278,649856,8192,1024,cuda
4,100,128,1,19,False,False,True,True,0.01,1,0.04949951171875,50000,431.8928756713867,1282278,649856,8192,1024,cuda
4,100,128,1,19,False,False,True,True,0.01,2,0.062652587890625,50000,431.83181047439575,1282278,649856,8192,1024,cuda
5,100,128,1,1,False,False,True,True,0.01,0,0.010205078125,50000,108.01831221580505,93670,60288,8192,1024,cuda
